id,title,company,location,category,url,source,job_type,priority,education,is_mnc,placements,package
real_mock_109,DevOps Engineer,KPMG,"Punjab, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-punjab,Naukri,Full Time,1,"BCA, BTECH, MCA",True,116,16
real_mock_110,Software Engineer,PwC,"Mumbai (Bombay), India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,157,9
real_mock_111,Data Analyst,Accenture,"Navi Mumbai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Navi%20Mumbai,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,57,18
real_mock_112,Consultant,Oracle,"Delhi, India",Technology,https://www.naukri.com/consultant-jobs-in-delhi,Naukri,Full Time,1,General,True,178,6
real_mock_113,Accountant,HDFC Bank,"New Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,24,5
real_mock_114,BCA Intern,Coal India,"Noida, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Noida,LinkedIn,Full Time,1,BCA,False,48,4
real_mock_115,MCA Trainee,TCS,"Gurgaon, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-gurgaon,Naukri,Full Time,1,MCA,False,13,7
real_mock_116,B.Tech Graduate,Infosys,"Gurugram, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,16,5
real_mock_117,HR Manager,Wipro,"Bangalore, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Bangalore,LinkedIn,Full Time,1,NON-TECH,False,49,6
real_mock_118,Product Manager,Reliance,"Karnataka, India",Technology,https://www.naukri.com/product-manager-jobs-in-karnataka,Naukri,Full Time,1,General,False,35,7
real_mock_119,DevOps Engineer,L&T,"Chennai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,6,3
real_mock_120,Software Engineer,Capgemini,"Jalpaiguri, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Jalpaiguri,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,183,7
real_mock_121,Data Analyst,Cognizant,"Assam, India",Technology,https://www.naukri.com/data-analyst-jobs-in-assam,Naukri,Full Time,1,"MSC, BSC, BTECH",True,175,14
real_mock_122,Consultant,Deloitte,"Meghalaya, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,134,19
real_mock_123,Accountant,Goldman Sachs,"West Bengal, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=West%20Bengal,LinkedIn,Full Time,1,General,True,174,17
real_mock_124,BCA Intern,KPMG,"Maharashtra, India",Technology,https://www.naukri.com/bca-intern-jobs-in-maharashtra,Naukri,Full Time,1,BCA,True,74,20
real_mock_125,MCA Trainee,PwC,"Tamil Nadu, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,128,8
real_mock_126,B.Tech Graduate,Accenture,"Telangana, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Telangana,LinkedIn,Full Time,1,BTECH,True,64,16
real_mock_127,HR Manager,Oracle,"Gujarat, India",Technology,https://www.naukri.com/hr-manager-jobs-in-gujarat,Naukri,Full Time,1,NON-TECH,True,71,21
real_mock_128,Product Manager,HDFC Bank,"Pune, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,36,5
real_mock_129,DevOps Engineer,Coal India,"Hyderabad, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Hyderabad,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,22,3
real_mock_130,Software Engineer,TCS,"Kerala, India",Technology,https://www.naukri.com/software-engineer-jobs-in-kerala,Naukri,Full Time,1,"BCA, BTECH, MCA",False,20,7
real_mock_131,Data Analyst,Infosys,"Punjab, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,22,5
real_mock_132,Consultant,Wipro,"Mumbai (Bombay), India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Mumbai%20(Bombay),LinkedIn,Full Time,1,General,False,49,6
real_mock_133,Accountant,Reliance,"Navi Mumbai, India",Technology,https://www.naukri.com/accountant-jobs-in-navi-mumbai,Naukri,Full Time,1,General,False,11,4
real_mock_134,BCA Intern,L&T,"Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,12,5
real_mock_135,MCA Trainee,Capgemini,"New Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=New%20Delhi,LinkedIn,Full Time,1,MCA,True,188,9
real_mock_136,B.Tech Graduate,Cognizant,"Noida, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-noida,Naukri,Full Time,1,BTECH,True,175,21
real_mock_137,HR Manager,Deloitte,"Gurgaon, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,161,24
real_mock_138,Product Manager,Goldman Sachs,"Gurugram, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Gurugram,LinkedIn,Full Time,1,General,True,125,6
real_mock_139,DevOps Engineer,KPMG,"Bangalore, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-bangalore,Naukri,Full Time,1,"BCA, BTECH, MCA",True,133,12
real_mock_140,Software Engineer,PwC,"Karnataka, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,168,11
real_mock_141,Data Analyst,Accenture,"Chennai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Chennai,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,79,22
real_mock_142,Consultant,Oracle,"Jalpaiguri, India",Technology,https://www.naukri.com/consultant-jobs-in-jalpaiguri,Naukri,Full Time,1,General,True,176,22
real_mock_143,Accountant,HDFC Bank,"Assam, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,36,6
real_mock_144,BCA Intern,Coal India,"Meghalaya, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Meghalaya,LinkedIn,Full Time,1,BCA,False,24,6
real_mock_145,MCA Trainee,TCS,"West Bengal, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-west-bengal,Naukri,Full Time,1,MCA,False,41,7
real_mock_146,B.Tech Graduate,Infosys,"Maharashtra, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,8,5
real_mock_147,HR Manager,Wipro,"Tamil Nadu, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Tamil%20Nadu,LinkedIn,Full Time,1,NON-TECH,False,34,4
real_mock_148,Product Manager,Reliance,"Telangana, India",Technology,https://www.naukri.com/product-manager-jobs-in-telangana,Naukri,Full Time,1,General,False,22,6
real_mock_149,DevOps Engineer,L&T,"Gujarat, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,12,4
real_mock_150,Software Engineer,Capgemini,"Pune, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Pune,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,192,18
real_mock_151,Data Analyst,Cognizant,"Hyderabad, India",Technology,https://www.naukri.com/data-analyst-jobs-in-hyderabad,Naukri,Full Time,1,"MSC, BSC, BTECH",True,119,16
real_mock_152,Consultant,Deloitte,"Kerala, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,67,12
real_mock_153,Accountant,Goldman Sachs,"Punjab, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Punjab,LinkedIn,Full Time,1,General,True,106,15
real_mock_154,BCA Intern,KPMG,"Mumbai (Bombay), India",Technology,https://www.naukri.com/bca-intern-jobs-in-mumbai-(bombay),Naukri,Full Time,1,BCA,True,69,18
real_mock_155,MCA Trainee,PwC,"Navi Mumbai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,186,18
real_mock_156,B.Tech Graduate,Accenture,"Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Delhi,LinkedIn,Full Time,1,BTECH,True,135,17
real_mock_157,HR Manager,Oracle,"New Delhi, India",Technology,https://www.naukri.com/hr-manager-jobs-in-new-delhi,Naukri,Full Time,1,NON-TECH,True,155,17
real_mock_158,Product Manager,HDFC Bank,"Noida, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,5,4
real_mock_159,DevOps Engineer,Coal India,"Gurgaon, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Gurgaon,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,13,3
real_mock_160,Software Engineer,TCS,"Gurugram, India",Technology,https://www.naukri.com/software-engineer-jobs-in-gurugram,Naukri,Full Time,1,"BCA, BTECH, MCA",False,28,6
real_mock_161,Data Analyst,Infosys,"Bangalore, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,33,4
real_mock_162,Consultant,Wipro,"Karnataka, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Karnataka,LinkedIn,Full Time,1,General,False,16,4
real_mock_163,Accountant,Reliance,"Chennai, India",Technology,https://www.naukri.com/accountant-jobs-in-chennai,Naukri,Full Time,1,General,False,17,7
real_mock_164,BCA Intern,L&T,"Jalpaiguri, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,42,4
real_mock_165,MCA Trainee,Capgemini,"Assam, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Assam,LinkedIn,Full Time,1,MCA,True,144,20
real_mock_166,B.Tech Graduate,Cognizant,"Meghalaya, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-meghalaya,Naukri,Full Time,1,BTECH,True,98,24
real_mock_167,HR Manager,Deloitte,"West Bengal, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,93,22
real_mock_168,Product Manager,Goldman Sachs,"Maharashtra, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Maharashtra,LinkedIn,Full Time,1,General,True,129,8
real_mock_169,DevOps Engineer,KPMG,"Tamil Nadu, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-tamil-nadu,Naukri,Full Time,1,"BCA, BTECH, MCA",True,165,13
real_mock_170,Software Engineer,PwC,"Telangana, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,112,23
real_mock_171,Data Analyst,Accenture,"Gujarat, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Gujarat,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,112,13
real_mock_172,Consultant,Oracle,"Pune, India",Technology,https://www.naukri.com/consultant-jobs-in-pune,Naukri,Full Time,1,General,True,165,17
real_mock_173,Accountant,HDFC Bank,"Hyderabad, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,25,6
real_mock_174,BCA Intern,Coal India,"Kerala, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Kerala,LinkedIn,Full Time,1,BCA,False,13,3
real_mock_175,MCA Trainee,TCS,"Punjab, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-punjab,Naukri,Full Time,1,MCA,False,19,6
real_mock_176,B.Tech Graduate,Infosys,"Mumbai (Bombay), India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,8,6
real_mock_177,HR Manager,Wipro,"Navi Mumbai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Navi%20Mumbai,LinkedIn,Full Time,1,NON-TECH,False,7,7
real_mock_178,Product Manager,Reliance,"Delhi, India",Technology,https://www.naukri.com/product-manager-jobs-in-delhi,Naukri,Full Time,1,General,False,19,4
real_mock_179,DevOps Engineer,L&T,"New Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,44,3
real_mock_180,Software Engineer,Capgemini,"Noida, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Noida,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,68,14
real_mock_181,Data Analyst,Cognizant,"Gurgaon, India",Technology,https://www.naukri.com/data-analyst-jobs-in-gurgaon,Naukri,Full Time,1,"MSC, BSC, BTECH",True,118,17
real_mock_182,Consultant,Deloitte,"Gurugram, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,169,17
real_mock_183,Accountant,Goldman Sachs,"Bangalore, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Bangalore,LinkedIn,Full Time,1,General,True,121,11
real_mock_184,BCA Intern,KPMG,"Karnataka, India",Technology,https://www.naukri.com/bca-intern-jobs-in-karnataka,Naukri,Full Time,1,BCA,True,163,20
real_mock_185,MCA Trainee,PwC,"Chennai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,140,8
real_mock_186,B.Tech Graduate,Accenture,"Jalpaiguri, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Jalpaiguri,LinkedIn,Full Time,1,BTECH,True,70,23
real_mock_187,HR Manager,Oracle,"Assam, India",Technology,https://www.naukri.com/hr-manager-jobs-in-assam,Naukri,Full Time,1,NON-TECH,True,67,21
real_mock_188,Product Manager,HDFC Bank,"Meghalaya, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,33,7
real_mock_189,DevOps Engineer,Coal India,"West Bengal, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=West%20Bengal,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,10,4
real_mock_190,Software Engineer,TCS,"Maharashtra, India",Technology,https://www.naukri.com/software-engineer-jobs-in-maharashtra,Naukri,Full Time,1,"BCA, BTECH, MCA",False,44,4
real_mock_191,Data Analyst,Infosys,"Tamil Nadu, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,35,3
real_mock_192,Consultant,Wipro,"Telangana, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Telangana,LinkedIn,Full Time,1,General,False,36,4
real_mock_193,Accountant,Reliance,"Gujarat, India",Technology,https://www.naukri.com/accountant-jobs-in-gujarat,Naukri,Full Time,1,General,False,31,5
real_mock_194,BCA Intern,L&T,"Pune, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,32,7
real_mock_195,MCA Trainee,Capgemini,"Hyderabad, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Hyderabad,LinkedIn,Full Time,1,MCA,True,139,17
real_mock_196,B.Tech Graduate,Cognizant,"Kerala, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-kerala,Naukri,Full Time,1,BTECH,True,84,9
real_mock_197,HR Manager,Deloitte,"Punjab, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,164,8
real_mock_198,Product Manager,Goldman Sachs,"Mumbai (Bombay), India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Mumbai%20(Bombay),LinkedIn,Full Time,1,General,True,69,15
real_mock_199,DevOps Engineer,KPMG,"Navi Mumbai, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-navi-mumbai,Naukri,Full Time,1,"BCA, BTECH, MCA",True,175,19
real_mock_200,Software Engineer,PwC,"Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,112,10
real_mock_201,Data Analyst,Accenture,"New Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=New%20Delhi,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,54,22
real_mock_202,Consultant,Oracle,"Noida, India",Technology,https://www.naukri.com/consultant-jobs-in-noida,Naukri,Full Time,1,General,True,109,6
real_mock_203,Accountant,HDFC Bank,"Gurgaon, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,37,3
real_mock_204,BCA Intern,Coal India,"Gurugram, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Gurugram,LinkedIn,Full Time,1,BCA,False,46,4
real_mock_205,MCA Trainee,TCS,"Bangalore, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-bangalore,Naukri,Full Time,1,MCA,False,38,4
real_mock_206,B.Tech Graduate,Infosys,"Karnataka, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,33,3
real_mock_207,HR Manager,Wipro,"Chennai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Chennai,LinkedIn,Full Time,1,NON-TECH,False,9,3
real_mock_208,Product Manager,Reliance,"Jalpaiguri, India",Technology,https://www.naukri.com/product-manager-jobs-in-jalpaiguri,Naukri,Full Time,1,General,False,37,3
real_mock_209,DevOps Engineer,L&T,"Assam, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,37,5
real_mock_210,Software Engineer,Capgemini,"Meghalaya, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Meghalaya,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,172,17
real_mock_211,Data Analyst,Cognizant,"West Bengal, India",Technology,https://www.naukri.com/data-analyst-jobs-in-west-bengal,Naukri,Full Time,1,"MSC, BSC, BTECH",True,181,8
real_mock_212,Consultant,Deloitte,"Maharashtra, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,65,7
real_mock_213,Accountant,Goldman Sachs,"Tamil Nadu, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Tamil%20Nadu,LinkedIn,Full Time,1,General,True,150,15
real_mock_214,BCA Intern,KPMG,"Telangana, India",Technology,https://www.naukri.com/bca-intern-jobs-in-telangana,Naukri,Full Time,1,BCA,True,141,22
real_mock_215,MCA Trainee,PwC,"Gujarat, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,171,19
real_mock_216,B.Tech Graduate,Accenture,"Pune, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Pune,LinkedIn,Full Time,1,BTECH,True,108,18
real_mock_217,HR Manager,Oracle,"Hyderabad, India",Technology,https://www.naukri.com/hr-manager-jobs-in-hyderabad,Naukri,Full Time,1,NON-TECH,True,168,8
real_mock_218,Product Manager,HDFC Bank,"Kerala, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,12,7
real_mock_219,DevOps Engineer,Coal India,"Punjab, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Punjab,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,37,4
real_mock_220,Software Engineer,TCS,"Mumbai (Bombay), India",Technology,https://www.naukri.com/software-engineer-jobs-in-mumbai-(bombay),Naukri,Full Time,1,"BCA, BTECH, MCA",False,20,6
real_mock_221,Data Analyst,Infosys,"Navi Mumbai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,37,3
real_mock_222,Consultant,Wipro,"Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Delhi,LinkedIn,Full Time,1,General,False,31,5
real_mock_223,Accountant,Reliance,"New Delhi, India",Technology,https://www.naukri.com/accountant-jobs-in-new-delhi,Naukri,Full Time,1,General,False,29,5
real_mock_224,BCA Intern,L&T,"Noida, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,43,4
real_mock_225,MCA Trainee,Capgemini,"Gurgaon, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=Gurgaon,LinkedIn,Full Time,1,MCA,True,71,24
real_mock_226,B.Tech Graduate,Cognizant,"Gurugram, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-gurugram,Naukri,Full Time,1,BTECH,True,51,18
real_mock_227,HR Manager,Deloitte,"Bangalore, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,82,19
real_mock_228,Product Manager,Goldman Sachs,"Karnataka, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Karnataka,LinkedIn,Full Time,1,General,True,106,17
real_mock_229,DevOps Engineer,KPMG,"Chennai, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-chennai,Naukri,Full Time,1,"BCA, BTECH, MCA",True,159,7
real_mock_230,Software Engineer,PwC,"Jalpaiguri, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,179,15
real_mock_231,Data Analyst,Accenture,"Assam, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Assam,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,72,6
real_mock_232,Consultant,Oracle,"Meghalaya, India",Technology,https://www.naukri.com/consultant-jobs-in-meghalaya,Naukri,Full Time,1,General,True,195,11
real_mock_233,Accountant,HDFC Bank,"West Bengal, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,45,7
real_mock_234,BCA Intern,Coal India,"Maharashtra, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Maharashtra,LinkedIn,Full Time,1,BCA,False,45,3
real_mock_235,MCA Trainee,TCS,"Tamil Nadu, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-tamil-nadu,Naukri,Full Time,1,MCA,False,20,7
real_mock_236,B.Tech Graduate,Infosys,"Telangana, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,27,3
real_mock_237,HR Manager,Wipro,"Gujarat, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=Gujarat,LinkedIn,Full Time,1,NON-TECH,False,19,3
real_mock_238,Product Manager,Reliance,"Pune, India",Technology,https://www.naukri.com/product-manager-jobs-in-pune,Naukri,Full Time,1,General,False,13,7
real_mock_239,DevOps Engineer,L&T,"Hyderabad, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,40,3
real_mock_240,Software Engineer,Capgemini,"Kerala, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Kerala,LinkedIn,Full Time,1,"BCA, BTECH, MCA",True,81,16
real_mock_241,Data Analyst,Cognizant,"Punjab, India",Technology,https://www.naukri.com/data-analyst-jobs-in-punjab,Naukri,Full Time,1,"MSC, BSC, BTECH",True,136,14
real_mock_242,Consultant,Deloitte,"Mumbai (Bombay), India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,True,173,24
real_mock_243,Accountant,Goldman Sachs,"Navi Mumbai, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Accountant&location=Navi%20Mumbai,LinkedIn,Full Time,1,General,True,133,22
real_mock_244,BCA Intern,KPMG,"Delhi, India",Technology,https://www.naukri.com/bca-intern-jobs-in-delhi,Naukri,Full Time,1,BCA,True,190,15
real_mock_245,MCA Trainee,PwC,"New Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,MCA,True,172,20
real_mock_246,B.Tech Graduate,Accenture,"Noida, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Noida,LinkedIn,Full Time,1,BTECH,True,176,10
real_mock_247,HR Manager,Oracle,"Gurgaon, India",Technology,https://www.naukri.com/hr-manager-jobs-in-gurgaon,Naukri,Full Time,1,NON-TECH,True,100,6
real_mock_248,Product Manager,HDFC Bank,"Gurugram, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,22,4
real_mock_249,DevOps Engineer,Coal India,"Bangalore, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=DevOps%20Engineer&location=Bangalore,LinkedIn,Full Time,1,"BCA, BTECH, MCA",False,22,4
real_mock_250,Software Engineer,TCS,"Karnataka, India",Technology,https://www.naukri.com/software-engineer-jobs-in-karnataka,Naukri,Full Time,1,"BCA, BTECH, MCA",False,10,4
real_mock_251,Data Analyst,Infosys,"Chennai, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"MSC, BSC, BTECH",False,46,4
real_mock_252,Consultant,Wipro,"Jalpaiguri, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Jalpaiguri,LinkedIn,Full Time,1,General,False,18,6
real_mock_253,Accountant,Reliance,"Assam, India",Technology,https://www.naukri.com/accountant-jobs-in-assam,Naukri,Full Time,1,General,False,41,4
real_mock_254,BCA Intern,L&T,"Meghalaya, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BCA,False,25,5
real_mock_255,MCA Trainee,Capgemini,"West Bengal, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=MCA%20Trainee&location=West%20Bengal,LinkedIn,Full Time,1,MCA,True,190,20
real_mock_256,B.Tech Graduate,Cognizant,"Maharashtra, India",Technology,https://www.naukri.com/b.tech-graduate-jobs-in-maharashtra,Naukri,Full Time,1,BTECH,True,135,11
real_mock_257,HR Manager,Deloitte,"Tamil Nadu, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,NON-TECH,True,50,24
real_mock_258,Product Manager,Goldman Sachs,"Telangana, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Telangana,LinkedIn,Full Time,1,General,True,146,18
real_mock_259,DevOps Engineer,KPMG,"Gujarat, India",Technology,https://www.naukri.com/devops-engineer-jobs-in-gujarat,Naukri,Full Time,1,"BCA, BTECH, MCA",True,188,14
real_mock_260,Software Engineer,PwC,"Pune, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",True,104,22
real_mock_261,Data Analyst,Accenture,"Hyderabad, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=Data%20Analyst&location=Hyderabad,LinkedIn,Full Time,1,"MSC, BSC, BTECH",True,100,22
real_mock_262,Consultant,Oracle,"Kerala, India",Technology,https://www.naukri.com/consultant-jobs-in-kerala,Naukri,Full Time,1,General,True,75,18
real_mock_263,Accountant,HDFC Bank,"Punjab, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,General,False,20,3
real_mock_264,BCA Intern,Coal India,"Mumbai (Bombay), India",Corporate,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Mumbai%20(Bombay),LinkedIn,Full Time,1,BCA,False,44,7
real_mock_265,MCA Trainee,TCS,"Navi Mumbai, India",Technology,https://www.naukri.com/mca-trainee-jobs-in-navi-mumbai,Naukri,Full Time,1,MCA,False,42,3
real_mock_266,B.Tech Graduate,Infosys,"Delhi, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,BTECH,False,29,4
real_mock_267,HR Manager,Wipro,"New Delhi, India",Corporate,https://www.linkedin.com/jobs/search/?keywords=HR%20Manager&location=New%20Delhi,LinkedIn,Full Time,1,NON-TECH,False,13,4
real_mock_268,Product Manager,Reliance,"Noida, India",Technology,https://www.naukri.com/product-manager-jobs-in-noida,Naukri,Full Time,1,General,False,45,6
real_mock_269,DevOps Engineer,L&T,"Gurgaon, India",Technology,https://www.linkedin.com/jobs,Direct MNC,Full Time,1,"BCA, BTECH, MCA",False,22,7
