id,title,company,category,job_type,publication_date,salary,location,url,source
arbeitnow_finanz-lohnbuchhalter-hybrid-e-commerce-oberhausen-224665,Finanz- & Lohnbuchhalter (m/w/d) - Hybrid | E-Commerce,DHW Steuerberatungsgesellschaft mbH,Technology,Full-time,2026-05-08,Negotiable,Oberhausen,https://www.arbeitnow.com/jobs/companies/dhw-steuerberatungsgesellschaft-mbh/finanz-lohnbuchhalter-hybrid-e-commerce-oberhausen-224665,Arbeitnow
arbeitnow_senior-netsuite-developer-erp-integration-munich-397559,Senior NetSuite Developer - ERP Integration (m/f/d),yfood Labs GmbH,Technology,Remote,2026-05-08,Negotiable,Munich,https://www.arbeitnow.com/jobs/companies/yfood-labs-gmbh/senior-netsuite-developer-erp-integration-munich-397559,Arbeitnow
arbeitnow_videografin-content-creatorin-all-gender-stuttgart-483736,Videograf:in/Content-Creator:in (all gender),5ter Stock Medienproduktion GmbH,Technology,Full-time,2026-05-08,Negotiable,Stuttgart,https://www.arbeitnow.com/jobs/companies/5ter-stock-medienproduktion-gmbh/videografin-content-creatorin-all-gender-stuttgart-483736,Arbeitnow
arbeitnow_teamlead-accounting-finance-berlin-321102,Teamlead Accounting & Finance (m/f/d),JOIN,Technology,Full-time,2026-05-08,Negotiable,Berlin,https://www.arbeitnow.com/jobs/companies/join/teamlead-accounting-finance-berlin-321102,Arbeitnow
arbeitnow_neue-branche-neue-chancen-starte-als-vertriebs-profi-im-finanzsektor-amberg-98198,"Neue Branche, neue Chancen: Starte als Vertriebs-Profi (m/w/d) im Finanzsektor",Dein-Finanzmanagment,Technology,Full-time,2026-05-08,Negotiable,Regensburg,https://www.arbeitnow.com/jobs/companies/dein-finanzmanagment/neue-branche-neue-chancen-starte-als-vertriebs-profi-im-finanzsektor-amberg-98198,Arbeitnow
arbeitnow_stellenausschreibung-maschinen-und-anlagenfuhrer-eschweiler-477851,Stellenausschreibung: Maschinen- und Anlagenführer (m/w/d),Rodriguez GmbH,Technology,Full-time,2026-05-08,Negotiable,Eschweiler,https://www.arbeitnow.com/jobs/companies/rodriguez-gmbh/stellenausschreibung-maschinen-und-anlagenfuhrer-eschweiler-477851,Arbeitnow
arbeitnow_assistenz-der-geschaftsfuhrung-praktikum-cologne-121410,Assistenz der Geschäftsführung Praktikum (m/w/d),STARTPLATZ AI Academy,Technology,Full-time,2026-05-08,Negotiable,Cologne,https://www.arbeitnow.com/jobs/companies/startplatz-ai-academy/assistenz-der-geschaftsfuhrung-praktikum-cologne-121410,Arbeitnow
arbeitnow_qehs-manager-rotenburg-295748,"QEHS-Manager (m/w/d) - System aufbauen, nicht verwalten",Argus Interception GmbH,Technology,Full-time,2026-05-08,Negotiable,Rotenburg,https://www.arbeitnow.com/jobs/companies/argus-interception-gmbh/qehs-manager-rotenburg-295748,Arbeitnow
arbeitnow_recruiter-bewerbermanager-teilzeit-stuttgart-448588,Recruiter / HR-Manager - Vollzeit (m/w/d),Vertranium GmbH,Technology,Full-time,2026-05-08,Negotiable,Stuttgart,https://www.arbeitnow.com/jobs/companies/vertranium-gmbh/recruiter-bewerbermanager-teilzeit-stuttgart-448588,Arbeitnow
arbeitnow_international-expansion-manager-italien-frankreich-munich-145758,International Expansion Manager (m/w/d) - Italien / Frankreich,feld.energy GmbH,Technology,Full-time,2026-05-08,Negotiable,Munich,https://www.arbeitnow.com/jobs/companies/feldenergy-gmbh/international-expansion-manager-italien-frankreich-munich-145758,Arbeitnow
arbeitnow_marketing-managerin-cologne-146512,Marketing Manager:in (m/w/d),STARTPLATZ AI Academy,Technology,Full-time,2026-05-08,Negotiable,Cologne,https://www.arbeitnow.com/jobs/companies/startplatz-ai-academy/marketing-managerin-cologne-146512,Arbeitnow
arbeitnow_business-developer-growth-partnerships-co2-pramie-munich-18634,"Business Developer - Growth & Partnerships, CO2-Prämie (m/w/d)",Ecoturn GmbH,Technology,Remote,2026-05-08,Negotiable,Munich,https://www.arbeitnow.com/jobs/companies/ecoturn-gmbh/business-developer-growth-partnerships-co2-pramie-munich-18634,Arbeitnow
arbeitnow_senior-software-engineer-data-cloud-senior-data-engineer-neu-isenburg-444296,Senior Software Engineer Data & Cloud / Senior Data Engineer (m/w/d),ADEAL Systems GmbH,Technology,Full-time,2026-05-08,Negotiable,Neu-Isenburg,https://www.arbeitnow.com/jobs/companies/adeal-systems-gmbh/senior-software-engineer-data-cloud-senior-data-engineer-neu-isenburg-444296,Arbeitnow
arbeitnow_senior-cloud-infrastructure-engineer-leipzig-preferred-or-remote-353490,Senior Cloud Infrastructure Engineer (f/m/d) - Leipzig (preferred) or Remote,eccenca GmbH,Technology,Full-time,2026-05-08,Negotiable,Leipzig,https://www.arbeitnow.com/jobs/companies/eccenca-gmbh/senior-cloud-infrastructure-engineer-leipzig-preferred-or-remote-353490,Arbeitnow
arbeitnow_praktikum-abschlussarbeit-im-bereich-nachhaltigkeit-frankfurt-am-main-351343,Praktikum/Abschlussarbeit (m/w/d) im Bereich Nachhaltigkeit,MGRP,Technology,Full-time,2026-05-08,Negotiable,Frankfurt am Main,https://www.arbeitnow.com/jobs/companies/mgrp/praktikum-abschlussarbeit-im-bereich-nachhaltigkeit-frankfurt-am-main-351343,Arbeitnow
arbeitnow_personalsachbearbeiter-hr-administration-payroll-mettmann-39776,Personalsachbearbeiter (w/m/d) - HR Administration & Payroll,Hello Lemon GmbH,Technology,Full-time,2026-05-08,Negotiable,Mettmann,https://www.arbeitnow.com/jobs/companies/hello-lemon-gmbh/personalsachbearbeiter-hr-administration-payroll-mettmann-39776,Arbeitnow
arbeitnow_ceo-operative-und-strategische-weiterentwicklung-gottingen-292967,CEO (m/w/d) Operative und strategische Weiterentwicklung,ANGEHEUERT GmbH Personalberatung,Technology,Full-time,2026-05-08,Negotiable,Göttingen,https://www.arbeitnow.com/jobs/companies/angeheuert-gmbh-personalberatung/ceo-operative-und-strategische-weiterentwicklung-gottingen-292967,Arbeitnow
arbeitnow_energieberaterin-berlin-350045,Energieberater:in,EffiNova GmbH,Technology,Remote,2026-05-08,Negotiable,Berlin,https://www.arbeitnow.com/jobs/companies/effinova-gmbh/energieberaterin-berlin-350045,Arbeitnow
arbeitnow_projektkoordinator-im-facility-management-oldenburg-192544,Projektkoordinator (w/m/d) im Facility Management,strategie:p personalberatung,Technology,Full-time,2026-05-08,Negotiable,Oldenburg,https://www.arbeitnow.com/jobs/companies/strategiep-personalberatung/projektkoordinator-im-facility-management-oldenburg-192544,Arbeitnow
arbeitnow_werkstattleiter-meister-techniker-hunxe-235488,Werkstattleiter Meister/Techniker (m/w/d),Franz-Josef Kipp GmbH & Co. KG,Technology,Full-time,2026-05-08,Negotiable,Hünxe,https://www.arbeitnow.com/jobs/companies/franz-josef-kipp-gmbh-co-kg/werkstattleiter-meister-techniker-hunxe-235488,Arbeitnow
arbeitnow_customer-success-manager-b2b-b2c-e-mobility-co2-pramie-munich-117270,Customer Success Manager B2B & B2C - E-Mobility & CO2-Prämie (m/w/d),Ecoturn GmbH,Technology,Remote,2026-05-08,Negotiable,Munich,https://www.arbeitnow.com/jobs/companies/ecoturn-gmbh/customer-success-manager-b2b-b2c-e-mobility-co2-pramie-munich-117270,Arbeitnow
arbeitnow_dein-smarter-nebenjob-im-finanzwesen-kempten-209312,Dein smarter Nebenjob im Finanzwesen (m/w/d),Julian Jäckle,Technology,Full-time,2026-05-08,Negotiable,Kempten,https://www.arbeitnow.com/jobs/companies/julian-jackle/dein-smarter-nebenjob-im-finanzwesen-kempten-209312,Arbeitnow
arbeitnow_ceo-softwareunternehmen-next-step-fur-business-unit-oder-vertriebsleiter-gottingen-222471,CEO (m/w/d) Softwareunternehmen | Next Step für Business Unit oder Vertriebsleiter,ANGEHEUERT GmbH,Technology,Full-time,2026-05-08,Negotiable,Göttingen,https://www.arbeitnow.com/jobs/companies/angeheuert-gmbh/ceo-softwareunternehmen-next-step-fur-business-unit-oder-vertriebsleiter-gottingen-222471,Arbeitnow
arbeitnow_ceo-transformation-softwareunternehmen-gottingen-25116,CEO (m/w/d) Transformation Softwareunternehmen,ANGEHEUERT GmbH,Technology,Full-time,2026-05-08,Negotiable,Göttingen,https://www.arbeitnow.com/jobs/companies/angeheuert-gmbh/ceo-transformation-softwareunternehmen-gottingen-25116,Arbeitnow
arbeitnow_working-student-data-analytics-schwerpunkt-data-engineering-all-genders-munster-172729,Working Student Data & Analytics - Schwerpunkt Data Engineering (all genders),clockin GmbH,Technology,Full-time,2026-05-08,Negotiable,Münster,https://www.arbeitnow.com/jobs/companies/clockin-gmbh/working-student-data-analytics-schwerpunkt-data-engineering-all-genders-munster-172729,Arbeitnow
arbeitnow_product-manager-berlin-germany-429080,"Product Manager (f/m/d) - Berlin, Germany",Hygraph,Technology,Full-time,2026-05-08,Negotiable,Berlin,https://www.arbeitnow.com/jobs/companies/hygraph/product-manager-berlin-germany-429080,Arbeitnow
arbeitnow_mitarbeiter-labor-fur-qualitatssicherung-uelzen-49609,Mitarbeiter (m/w/d) Labor für Qualitätssicherung,C. Hasse & Sohn Inh. E. Rädecke GmbH & Co. KG,Technology,Full-time,2026-05-08,Negotiable,Uelzen,https://www.arbeitnow.com/jobs/companies/c-hasse-sohn-inh-e-radecke-gmbh-co-kg/mitarbeiter-labor-fur-qualitatssicherung-uelzen-49609,Arbeitnow
arbeitnow_senior-google-ads-manager-remote-berlin-470344,Senior Google Ads Manager (m/w/d) – Remote,Dr. Ansay Ltd.,Technology,Full-time,2026-05-08,Negotiable,Berlin,https://www.arbeitnow.com/jobs/companies/dr-ansay-ltd/senior-google-ads-manager-remote-berlin-470344,Arbeitnow
arbeitnow_energieberater-gebaudetechniker-quereinsteiger-in-dusseldorf-208120,Energieberater / Gebäudetechniker / Quereinsteiger* (m/w/d) in Düsseldorf,Enerithm Technology GmbH,Technology,Full-time,2026-05-08,Negotiable,Düsseldorf,https://www.arbeitnow.com/jobs/companies/enerithm-technology-gmbh/energieberater-gebaudetechniker-quereinsteiger-in-dusseldorf-208120,Arbeitnow
arbeitnow_junior-artist-manager-influencer-manager-berlin-266822,Junior Artist Manager / Influencer Manager (m/w/d),Lionflence,Technology,Full-time,2026-05-08,Negotiable,Berlin,https://www.arbeitnow.com/jobs/companies/lionflence/junior-artist-manager-influencer-manager-berlin-266822,Arbeitnow
arbeitnow_artist-manager-influencer-manager-berlin-194190,Artist Manager / Influencer Manager (m/w/d) BERLIN,Lionflence,Technology,Full-time,2026-05-08,Negotiable,Berlin,https://www.arbeitnow.com/jobs/companies/lionflence/artist-manager-influencer-manager-berlin-194190,Arbeitnow
mock_0,Senior Software Engineer,Classroom Tech,Technology,Full-time,2026-05-08,5L - 12L INR,"Kolkata, WB",https://www.linkedin.com/jobs,LinkedIn
mock_1,Senior Frontend Developer,TCS,Technology,Full-time,2026-05-08,6L - 13L INR,"Bangalore, KA",https://www.linkedin.com/jobs,LinkedIn
mock_2,Senior Backend Developer,Infosys,Technology,Full-time,2026-05-08,7L - 14L INR,"Mumbai, MH",https://www.linkedin.com/jobs,LinkedIn
mock_3,Senior Full Stack Developer,Wipro,Technology,Full-time,2026-05-08,8L - 15L INR,"Delhi, NCR",https://www.linkedin.com/jobs,LinkedIn
mock_4,Senior Data Scientist,HCLTech,Technology,Full-time,2026-05-08,9L - 16L INR,"Hyderabad, TS",https://www.linkedin.com/jobs,LinkedIn
mock_5,Senior UI/UX Designer,Zomato,Technology,Full-time,2026-05-08,10L - 17L INR,"Pune, MH",https://www.linkedin.com/jobs,LinkedIn
mock_6,Senior DevOps Engineer,Swiggy,Technology,Full-time,2026-05-08,11L - 18L INR,"Chennai, TN",https://www.linkedin.com/jobs,LinkedIn
mock_7,Senior Product Manager,Paytm,Technology,Full-time,2026-05-08,12L - 19L INR,"Gurgaon, HR",https://www.linkedin.com/jobs,LinkedIn
mock_8,Senior QA Analyst,PhonePe,Technology,Full-time,2026-05-08,13L - 20L INR,"Noida, UP",https://www.linkedin.com/jobs,LinkedIn
mock_9,Senior Mobile Developer,Flipkart,Technology,Full-time,2026-05-08,14L - 21L INR,"Ahmedabad, GJ",https://www.linkedin.com/jobs,LinkedIn
mock_10,Senior Software Engineer,Classroom Tech,Technology,Full-time,2026-05-08,15L - 22L INR,"Jaipur, RJ",https://www.linkedin.com/jobs,LinkedIn
mock_11,Senior Frontend Developer,TCS,Technology,Full-time,2026-05-08,16L - 23L INR,"Chandigarh, PB",https://www.linkedin.com/jobs,LinkedIn
mock_12,Senior Backend Developer,Infosys,Technology,Full-time,2026-05-08,17L - 24L INR,"Lucknow, UP",https://www.linkedin.com/jobs,LinkedIn
mock_13,Senior Full Stack Developer,Wipro,Technology,Full-time,2026-05-08,18L - 25L INR,"Kochi, KL",https://www.linkedin.com/jobs,LinkedIn
mock_14,Senior Data Scientist,HCLTech,Technology,Full-time,2026-05-08,19L - 26L INR,"Indore, MP",https://www.linkedin.com/jobs,LinkedIn
mock_15,Senior UI/UX Designer,Zomato,Technology,Full-time,2026-05-08,20L - 27L INR,"Kolkata, WB",https://www.linkedin.com/jobs,LinkedIn
mock_16,Senior DevOps Engineer,Swiggy,Technology,Full-time,2026-05-08,21L - 28L INR,"Bangalore, KA",https://www.linkedin.com/jobs,LinkedIn
mock_17,Senior Product Manager,Paytm,Technology,Full-time,2026-05-08,22L - 29L INR,"Mumbai, MH",https://www.linkedin.com/jobs,LinkedIn
mock_18,Senior QA Analyst,PhonePe,Technology,Full-time,2026-05-08,23L - 30L INR,"Delhi, NCR",https://www.linkedin.com/jobs,LinkedIn
mock_19,Senior Mobile Developer,Flipkart,Technology,Full-time,2026-05-08,24L - 31L INR,"Hyderabad, TS",https://www.linkedin.com/jobs,LinkedIn
mock_20,Senior Software Engineer,Classroom Tech,Technology,Full-time,2026-05-08,25L - 32L INR,"Pune, MH",https://www.linkedin.com/jobs,LinkedIn
mock_21,Senior Frontend Developer,TCS,Technology,Full-time,2026-05-08,26L - 33L INR,"Chennai, TN",https://www.linkedin.com/jobs,LinkedIn
mock_22,Senior Backend Developer,Infosys,Technology,Full-time,2026-05-08,27L - 34L INR,"Gurgaon, HR",https://www.linkedin.com/jobs,LinkedIn
mock_23,Senior Full Stack Developer,Wipro,Technology,Full-time,2026-05-08,28L - 35L INR,"Noida, UP",https://www.linkedin.com/jobs,LinkedIn
mock_24,Senior Data Scientist,HCLTech,Technology,Full-time,2026-05-08,29L - 36L INR,"Ahmedabad, GJ",https://www.linkedin.com/jobs,LinkedIn
mock_25,Senior UI/UX Designer,Zomato,Technology,Full-time,2026-05-08,30L - 37L INR,"Jaipur, RJ",https://www.linkedin.com/jobs,LinkedIn
mock_26,Senior DevOps Engineer,Swiggy,Technology,Full-time,2026-05-08,31L - 38L INR,"Chandigarh, PB",https://www.linkedin.com/jobs,LinkedIn
mock_27,Senior Product Manager,Paytm,Technology,Full-time,2026-05-08,32L - 39L INR,"Lucknow, UP",https://www.linkedin.com/jobs,LinkedIn
mock_28,Senior QA Analyst,PhonePe,Technology,Full-time,2026-05-08,33L - 40L INR,"Kochi, KL",https://www.linkedin.com/jobs,LinkedIn
mock_29,Senior Mobile Developer,Flipkart,Technology,Full-time,2026-05-08,34L - 41L INR,"Indore, MP",https://www.linkedin.com/jobs,LinkedIn
mock_30,Senior Software Engineer,Classroom Tech,Technology,Full-time,2026-05-08,35L - 42L INR,"Kolkata, WB",https://www.linkedin.com/jobs,LinkedIn
mock_31,Senior Frontend Developer,TCS,Technology,Full-time,2026-05-08,36L - 43L INR,"Bangalore, KA",https://www.linkedin.com/jobs,LinkedIn
mock_32,Senior Backend Developer,Infosys,Technology,Full-time,2026-05-08,37L - 44L INR,"Mumbai, MH",https://www.linkedin.com/jobs,LinkedIn
mock_33,Senior Full Stack Developer,Wipro,Technology,Full-time,2026-05-08,38L - 45L INR,"Delhi, NCR",https://www.linkedin.com/jobs,LinkedIn
mock_34,Senior Data Scientist,HCLTech,Technology,Full-time,2026-05-08,39L - 46L INR,"Hyderabad, TS",https://www.linkedin.com/jobs,LinkedIn
mock_35,Senior UI/UX Designer,Zomato,Technology,Full-time,2026-05-08,40L - 47L INR,"Pune, MH",https://www.linkedin.com/jobs,LinkedIn
mock_36,Senior DevOps Engineer,Swiggy,Technology,Full-time,2026-05-08,41L - 48L INR,"Chennai, TN",https://www.linkedin.com/jobs,LinkedIn
mock_37,Senior Product Manager,Paytm,Technology,Full-time,2026-05-08,42L - 49L INR,"Gurgaon, HR",https://www.linkedin.com/jobs,LinkedIn
mock_38,Senior QA Analyst,PhonePe,Technology,Full-time,2026-05-08,43L - 50L INR,"Noida, UP",https://www.linkedin.com/jobs,LinkedIn
mock_39,Senior Mobile Developer,Flipkart,Technology,Full-time,2026-05-08,44L - 51L INR,"Ahmedabad, GJ",https://www.linkedin.com/jobs,LinkedIn
mock_40,Senior Software Engineer,Classroom Tech,Technology,Full-time,2026-05-08,45L - 52L INR,"Jaipur, RJ",https://www.linkedin.com/jobs,LinkedIn
mock_41,Senior Frontend Developer,TCS,Technology,Full-time,2026-05-08,46L - 53L INR,"Chandigarh, PB",https://www.linkedin.com/jobs,LinkedIn
mock_42,Senior Backend Developer,Infosys,Technology,Full-time,2026-05-08,47L - 54L INR,"Lucknow, UP",https://www.linkedin.com/jobs,LinkedIn
mock_43,Senior Full Stack Developer,Wipro,Technology,Full-time,2026-05-08,48L - 55L INR,"Kochi, KL",https://www.linkedin.com/jobs,LinkedIn
mock_44,Senior Data Scientist,HCLTech,Technology,Full-time,2026-05-08,49L - 56L INR,"Indore, MP",https://www.linkedin.com/jobs,LinkedIn
mock_45,Senior UI/UX Designer,Zomato,Technology,Full-time,2026-05-08,50L - 57L INR,"Kolkata, WB",https://www.linkedin.com/jobs,LinkedIn
mock_46,Senior DevOps Engineer,Swiggy,Technology,Full-time,2026-05-08,51L - 58L INR,"Bangalore, KA",https://www.linkedin.com/jobs,LinkedIn
mock_47,Senior Product Manager,Paytm,Technology,Full-time,2026-05-08,52L - 59L INR,"Mumbai, MH",https://www.linkedin.com/jobs,LinkedIn
mock_48,Senior QA Analyst,PhonePe,Technology,Full-time,2026-05-08,53L - 60L INR,"Delhi, NCR",https://www.linkedin.com/jobs,LinkedIn
mock_49,Senior Mobile Developer,Flipkart,Technology,Full-time,2026-05-08,54L - 61L INR,"Hyderabad, TS",https://www.linkedin.com/jobs,LinkedIn
