id,title,company,location,category,job_type,url,source,priority,education,experience_level,is_mnc,placements,package
real_mock_154,BCA Intern,KPMG,"Meghalaya, India",Technology,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,True,176,10
real_mock_155,MCA Trainee,PwC,"Odisha, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,True,71,13
real_mock_156,B.Tech Graduate,Accenture,"Punjab, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Punjab,LinkedIn,1,BTECH,Fresher,True,65,9
real_mock_157,HR Manager,Oracle,"Rajasthan, India",Technology,On-site,https://www.naukri.com/hr-manager-jobs-in-rajasthan,Naukri,1,NON-TECH,Experienced,True,198,6
real_mock_158,Product Manager,HDFC Bank,"Sikkim, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,41,6
real_mock_159,DevOps Engineer,Coal India,"Tamil Nadu, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,26,7
real_mock_160,Software Engineer,TCS,"Telangana, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Telangana,LinkedIn,1,"MCA, BTECH, BCA",Experienced,False,9,7
real_mock_161,Data Analyst,Infosys,"Uttar Pradesh, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-uttar-pradesh,Naukri,1,"BTECH, BSC, MSC",Experienced,False,47,6
real_mock_162,Consultant,Wipro,"Uttarakhand, India",Corporate,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,False,32,3
real_mock_163,Accountant,Reliance,"West Bengal, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,10,6
real_mock_164,BCA Intern,L&T Technology Services,"Tripura, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Tripura,LinkedIn,1,BCA,Fresher,False,43,5
real_mock_165,MCA Trainee,Tech Mahindra,"Mumbai (Bombay), India",Corporate,On-site,https://www.naukri.com/mca-trainee-jobs-in-mumbai-(bombay),Naukri,1,MCA,Fresher,False,35,4
real_mock_166,B.Tech Graduate,IBM,"Navi Mumbai, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,False,28,7
real_mock_167,HR Manager,Teleperformance,"Noida, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,False,8,6
real_mock_168,Product Manager,Kochar Infotech,"Gurgaon, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Gurgaon,LinkedIn,1,General,Experienced,False,14,5
real_mock_169,DevOps Engineer,Aegis,"Gurugram, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-gurugram,Naukri,1,"MCA, BTECH, BCA",Experienced,False,8,7
real_mock_170,Software Engineer,Aye Finance,"Bangalore, India",Technology,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,False,42,4
real_mock_171,Data Analyst,JP Morgan,"Chennai, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,False,30,4
real_mock_172,Consultant,Nestle,"Jalpaiguri, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Jalpaiguri,LinkedIn,1,General,Experienced,False,28,4
real_mock_173,Accountant,Swiggy,"Pune, India",Technology,On-site,https://www.naukri.com/accountant-jobs-in-pune,Naukri,1,General,Experienced,False,17,4
real_mock_174,BCA Intern,Flipkart,"Hyderabad, India",Corporate,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,25,3
real_mock_175,MCA Trainee,Capgemini,"Andhra Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,True,100,6
real_mock_176,B.Tech Graduate,Cognizant,"Assam, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Assam,LinkedIn,1,BTECH,Fresher,True,95,8
real_mock_177,HR Manager,Deloitte,"Bihar, India",Corporate,On-site,https://www.naukri.com/hr-manager-jobs-in-bihar,Naukri,1,NON-TECH,Experienced,True,98,18
real_mock_178,Product Manager,Goldman Sachs,"Chhattisgarh, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,True,166,21
real_mock_179,DevOps Engineer,KPMG,"Delhi, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,True,190,9
real_mock_180,Software Engineer,PwC,"Goa, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Goa,LinkedIn,1,"MCA, BTECH, BCA",Experienced,True,55,12
real_mock_181,Data Analyst,Accenture,"Gujarat, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-gujarat,Naukri,1,"BTECH, BSC, MSC",Experienced,True,67,13
real_mock_182,Consultant,Oracle,"Haryana, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,True,127,20
real_mock_183,Accountant,HDFC Bank,"Himachal Pradesh, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,22,6
real_mock_184,BCA Intern,Coal India,"Jharkhand, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Jharkhand,LinkedIn,1,BCA,Fresher,False,6,5
real_mock_185,MCA Trainee,TCS,"Karnataka, India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-karnataka,Naukri,1,MCA,Fresher,False,41,5
real_mock_186,B.Tech Graduate,Infosys,"Kerala, India",Corporate,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,False,44,3
real_mock_187,HR Manager,Wipro,"Madhya Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,False,24,7
real_mock_188,Product Manager,Reliance,"Maharashtra, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Maharashtra,LinkedIn,1,General,Experienced,False,14,5
real_mock_189,DevOps Engineer,L&T Technology Services,"Meghalaya, India",Corporate,On-site,https://www.naukri.com/devops-engineer-jobs-in-meghalaya,Naukri,1,"MCA, BTECH, BCA",Experienced,False,15,4
real_mock_190,Software Engineer,Tech Mahindra,"Odisha, India",Technology,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,False,40,5
real_mock_191,Data Analyst,IBM,"Punjab, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,False,6,5
real_mock_192,Consultant,Teleperformance,"Rajasthan, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Rajasthan,LinkedIn,1,General,Experienced,False,32,4
real_mock_193,Accountant,Kochar Infotech,"Sikkim, India",Technology,On-site,https://www.naukri.com/accountant-jobs-in-sikkim,Naukri,1,General,Experienced,False,31,7
real_mock_194,BCA Intern,Aegis,"Tamil Nadu, India",Technology,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,19,6
real_mock_195,MCA Trainee,Aye Finance,"Telangana, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,False,28,3
real_mock_196,B.Tech Graduate,JP Morgan,"Uttar Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Uttar%20Pradesh,LinkedIn,1,BTECH,Fresher,False,42,6
real_mock_197,HR Manager,Nestle,"Uttarakhand, India",Technology,On-site,https://www.naukri.com/hr-manager-jobs-in-uttarakhand,Naukri,1,NON-TECH,Experienced,False,25,7
real_mock_198,Product Manager,Swiggy,"West Bengal, India",Corporate,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,15,6
real_mock_199,DevOps Engineer,Flipkart,"Tripura, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,10,3
real_mock_200,Software Engineer,Capgemini,"Mumbai (Bombay), India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Mumbai%20(Bombay),LinkedIn,1,"MCA, BTECH, BCA",Experienced,True,193,15
real_mock_201,Data Analyst,Cognizant,"Navi Mumbai, India",Corporate,On-site,https://www.naukri.com/data-analyst-jobs-in-navi-mumbai,Naukri,1,"BTECH, BSC, MSC",Experienced,True,146,16
real_mock_202,Consultant,Deloitte,"Noida, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,True,193,12
real_mock_203,Accountant,Goldman Sachs,"Gurgaon, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,True,164,17
real_mock_204,BCA Intern,KPMG,"Gurugram, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Gurugram,LinkedIn,1,BCA,Fresher,True,62,13
real_mock_205,MCA Trainee,PwC,"Bangalore, India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-bangalore,Naukri,1,MCA,Fresher,True,51,15
real_mock_206,B.Tech Graduate,Accenture,"Chennai, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,True,58,11
real_mock_207,HR Manager,Oracle,"Jalpaiguri, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,True,177,20
real_mock_208,Product Manager,HDFC Bank,"Pune, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Pune,LinkedIn,1,General,Experienced,False,17,6
real_mock_209,DevOps Engineer,Coal India,"Hyderabad, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-hyderabad,Naukri,1,"MCA, BTECH, BCA",Experienced,False,12,7
real_mock_210,Software Engineer,TCS,"Andhra Pradesh, India",Corporate,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,False,48,5
real_mock_211,Data Analyst,Infosys,"Assam, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,False,12,6
real_mock_212,Consultant,Wipro,"Bihar, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Bihar,LinkedIn,1,General,Experienced,False,14,3
real_mock_213,Accountant,Reliance,"Chhattisgarh, India",Corporate,On-site,https://www.naukri.com/accountant-jobs-in-chhattisgarh,Naukri,1,General,Experienced,False,43,5
real_mock_214,BCA Intern,L&T Technology Services,"Delhi, India",Technology,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,8,5
real_mock_215,MCA Trainee,Tech Mahindra,"Goa, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,False,23,6
real_mock_216,B.Tech Graduate,IBM,"Gujarat, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Gujarat,LinkedIn,1,BTECH,Fresher,False,13,4
real_mock_217,HR Manager,Teleperformance,"Haryana, India",Technology,On-site,https://www.naukri.com/hr-manager-jobs-in-haryana,Naukri,1,NON-TECH,Experienced,False,15,3
real_mock_218,Product Manager,Kochar Infotech,"Himachal Pradesh, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,19,4
real_mock_219,DevOps Engineer,Aegis,"Jharkhand, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,24,4
real_mock_220,Software Engineer,Aye Finance,"Karnataka, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Karnataka,LinkedIn,1,"MCA, BTECH, BCA",Experienced,False,40,6
real_mock_221,Data Analyst,JP Morgan,"Kerala, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-kerala,Naukri,1,"BTECH, BSC, MSC",Experienced,False,29,5
real_mock_222,Consultant,Nestle,"Madhya Pradesh, India",Corporate,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,False,42,3
real_mock_223,Accountant,Swiggy,"Maharashtra, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,18,3
real_mock_224,BCA Intern,Flipkart,"Meghalaya, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Meghalaya,LinkedIn,1,BCA,Fresher,False,22,4
real_mock_225,MCA Trainee,Capgemini,"Odisha, India",Corporate,On-site,https://www.naukri.com/mca-trainee-jobs-in-odisha,Naukri,1,MCA,Fresher,True,85,24
real_mock_226,B.Tech Graduate,Cognizant,"Punjab, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,True,134,24
real_mock_227,HR Manager,Deloitte,"Rajasthan, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,True,101,11
real_mock_228,Product Manager,Goldman Sachs,"Sikkim, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Sikkim,LinkedIn,1,General,Experienced,True,54,20
real_mock_229,DevOps Engineer,KPMG,"Tamil Nadu, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-tamil-nadu,Naukri,1,"MCA, BTECH, BCA",Experienced,True,77,6
real_mock_230,Software Engineer,PwC,"Telangana, India",Technology,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,True,71,11
real_mock_231,Data Analyst,Accenture,"Uttar Pradesh, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,True,182,19
real_mock_232,Consultant,Oracle,"Uttarakhand, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Uttarakhand,LinkedIn,1,General,Experienced,True,70,9
real_mock_233,Accountant,HDFC Bank,"West Bengal, India",Technology,On-site,https://www.naukri.com/accountant-jobs-in-west-bengal,Naukri,1,General,Experienced,False,31,4
real_mock_234,BCA Intern,Coal India,"Tripura, India",Corporate,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,10,3
real_mock_235,MCA Trainee,TCS,"Mumbai (Bombay), India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,False,30,4
real_mock_236,B.Tech Graduate,Infosys,"Navi Mumbai, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Navi%20Mumbai,LinkedIn,1,BTECH,Fresher,False,31,4
real_mock_237,HR Manager,Wipro,"Noida, India",Corporate,On-site,https://www.naukri.com/hr-manager-jobs-in-noida,Naukri,1,NON-TECH,Experienced,False,30,4
real_mock_238,Product Manager,Reliance,"Gurgaon, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,45,7
real_mock_239,DevOps Engineer,L&T Technology Services,"Gurugram, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,14,3
real_mock_240,Software Engineer,Tech Mahindra,"Bangalore, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Bangalore,LinkedIn,1,"MCA, BTECH, BCA",Experienced,False,39,4
real_mock_241,Data Analyst,IBM,"Chennai, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-chennai,Naukri,1,"BTECH, BSC, MSC",Experienced,False,25,3
real_mock_242,Consultant,Teleperformance,"Jalpaiguri, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,False,28,7
real_mock_243,Accountant,Kochar Infotech,"Pune, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,42,7
real_mock_244,BCA Intern,Aegis,"Hyderabad, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Hyderabad,LinkedIn,1,BCA,Fresher,False,23,7
real_mock_245,MCA Trainee,Aye Finance,"Andhra Pradesh, India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-andhra-pradesh,Naukri,1,MCA,Fresher,False,14,6
real_mock_246,B.Tech Graduate,JP Morgan,"Assam, India",Corporate,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,False,22,3
real_mock_247,HR Manager,Nestle,"Bihar, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,False,9,7
real_mock_248,Product Manager,Swiggy,"Chhattisgarh, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Chhattisgarh,LinkedIn,1,General,Experienced,False,30,4
real_mock_249,DevOps Engineer,Flipkart,"Delhi, India",Corporate,On-site,https://www.naukri.com/devops-engineer-jobs-in-delhi,Naukri,1,"MCA, BTECH, BCA",Experienced,False,34,6
real_mock_250,Software Engineer,Capgemini,"Goa, India",Technology,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,True,72,19
real_mock_251,Data Analyst,Cognizant,"Gujarat, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,True,182,21
real_mock_252,Consultant,Deloitte,"Haryana, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Haryana,LinkedIn,1,General,Experienced,True,162,13
real_mock_253,Accountant,Goldman Sachs,"Himachal Pradesh, India",Technology,On-site,https://www.naukri.com/accountant-jobs-in-himachal-pradesh,Naukri,1,General,Experienced,True,119,21
real_mock_254,BCA Intern,KPMG,"Jharkhand, India",Technology,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,True,68,14
real_mock_255,MCA Trainee,PwC,"Karnataka, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,True,184,10
real_mock_256,B.Tech Graduate,Accenture,"Kerala, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Kerala,LinkedIn,1,BTECH,Fresher,True,169,11
real_mock_257,HR Manager,Oracle,"Madhya Pradesh, India",Technology,On-site,https://www.naukri.com/hr-manager-jobs-in-madhya-pradesh,Naukri,1,NON-TECH,Experienced,True,171,14
real_mock_258,Product Manager,HDFC Bank,"Maharashtra, India",Corporate,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,46,3
real_mock_259,DevOps Engineer,Coal India,"Meghalaya, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,34,6
real_mock_260,Software Engineer,TCS,"Odisha, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Odisha,LinkedIn,1,"MCA, BTECH, BCA",Experienced,False,33,4
real_mock_261,Data Analyst,Infosys,"Punjab, India",Corporate,On-site,https://www.naukri.com/data-analyst-jobs-in-punjab,Naukri,1,"BTECH, BSC, MSC",Experienced,False,37,7
real_mock_262,Consultant,Wipro,"Rajasthan, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,False,22,6
real_mock_263,Accountant,Reliance,"Sikkim, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,43,6
real_mock_264,BCA Intern,L&T Technology Services,"Tamil Nadu, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Tamil%20Nadu,LinkedIn,1,BCA,Fresher,False,41,3
real_mock_265,MCA Trainee,Tech Mahindra,"Telangana, India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-telangana,Naukri,1,MCA,Fresher,False,9,4
real_mock_266,B.Tech Graduate,IBM,"Uttar Pradesh, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,False,42,4
real_mock_267,HR Manager,Teleperformance,"Uttarakhand, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,False,12,3
real_mock_268,Product Manager,Kochar Infotech,"West Bengal, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=West%20Bengal,LinkedIn,1,General,Experienced,False,12,4
real_mock_269,DevOps Engineer,Aegis,"Tripura, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-tripura,Naukri,1,"MCA, BTECH, BCA",Experienced,False,16,5
real_mock_270,Software Engineer,Aye Finance,"Mumbai (Bombay), India",Corporate,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,False,22,5
real_mock_271,Data Analyst,JP Morgan,"Navi Mumbai, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,False,48,3
real_mock_272,Consultant,Nestle,"Noida, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Noida,LinkedIn,1,General,Experienced,False,9,3
real_mock_273,Accountant,Swiggy,"Gurgaon, India",Corporate,On-site,https://www.naukri.com/accountant-jobs-in-gurgaon,Naukri,1,General,Experienced,False,49,4
real_mock_274,BCA Intern,Flipkart,"Gurugram, India",Technology,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,44,5
real_mock_275,MCA Trainee,Capgemini,"Bangalore, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,True,107,17
real_mock_276,B.Tech Graduate,Cognizant,"Chennai, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Chennai,LinkedIn,1,BTECH,Fresher,True,193,22
real_mock_277,HR Manager,Deloitte,"Jalpaiguri, India",Technology,On-site,https://www.naukri.com/hr-manager-jobs-in-jalpaiguri,Naukri,1,NON-TECH,Experienced,True,132,18
real_mock_278,Product Manager,Goldman Sachs,"Pune, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,True,182,18
real_mock_279,DevOps Engineer,KPMG,"Hyderabad, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,True,174,8
real_mock_280,Software Engineer,PwC,"Andhra Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Andhra%20Pradesh,LinkedIn,1,"MCA, BTECH, BCA",Experienced,True,198,7
real_mock_281,Data Analyst,Accenture,"Assam, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-assam,Naukri,1,"BTECH, BSC, MSC",Experienced,True,77,15
real_mock_282,Consultant,Oracle,"Bihar, India",Corporate,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,True,167,11
real_mock_283,Accountant,HDFC Bank,"Chhattisgarh, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,False,14,5
real_mock_284,BCA Intern,Coal India,"Delhi, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Delhi,LinkedIn,1,BCA,Fresher,False,42,6
real_mock_285,MCA Trainee,TCS,"Goa, India",Corporate,On-site,https://www.naukri.com/mca-trainee-jobs-in-goa,Naukri,1,MCA,Fresher,False,27,5
real_mock_286,B.Tech Graduate,Infosys,"Gujarat, India",Technology,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,False,35,7
real_mock_287,HR Manager,Wipro,"Haryana, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,False,24,4
real_mock_288,Product Manager,Reliance,"Himachal Pradesh, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Himachal%20Pradesh,LinkedIn,1,General,Experienced,False,16,7
real_mock_289,DevOps Engineer,L&T Technology Services,"Jharkhand, India",Technology,On-site,https://www.naukri.com/devops-engineer-jobs-in-jharkhand,Naukri,1,"MCA, BTECH, BCA",Experienced,False,48,5
real_mock_290,Software Engineer,Tech Mahindra,"Karnataka, India",Technology,On-site,https://unstop.com/jobs?query=Software+Engineer,Unstop,1,"MCA, BTECH, BCA",Experienced,False,24,7
real_mock_291,Data Analyst,IBM,"Kerala, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"BTECH, BSC, MSC",Experienced,False,18,5
real_mock_292,Consultant,Teleperformance,"Madhya Pradesh, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Consultant&location=Madhya%20Pradesh,LinkedIn,1,General,Experienced,False,7,7
real_mock_293,Accountant,Kochar Infotech,"Maharashtra, India",Technology,On-site,https://www.naukri.com/accountant-jobs-in-maharashtra,Naukri,1,General,Experienced,False,46,4
real_mock_294,BCA Intern,Aegis,"Meghalaya, India",Corporate,On-site,https://unstop.com/jobs?query=BCA+Intern,Unstop,1,BCA,Fresher,False,8,3
real_mock_295,MCA Trainee,Aye Finance,"Odisha, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,MCA,Fresher,False,48,6
real_mock_296,B.Tech Graduate,JP Morgan,"Punjab, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=B.Tech%20Graduate&location=Punjab,LinkedIn,1,BTECH,Fresher,False,40,7
real_mock_297,HR Manager,Nestle,"Rajasthan, India",Corporate,On-site,https://www.naukri.com/hr-manager-jobs-in-rajasthan,Naukri,1,NON-TECH,Experienced,False,7,5
real_mock_298,Product Manager,Swiggy,"Sikkim, India",Technology,On-site,https://unstop.com/jobs?query=Product+Manager,Unstop,1,General,Experienced,False,38,4
real_mock_299,DevOps Engineer,Flipkart,"Tamil Nadu, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,"MCA, BTECH, BCA",Experienced,False,31,6
real_mock_300,Software Engineer,Capgemini,"Telangana, India",Corporate,On-site,https://www.linkedin.com/jobs/search/?keywords=Software%20Engineer&location=Telangana,LinkedIn,1,"MCA, BTECH, BCA",Experienced,True,73,6
real_mock_301,Data Analyst,Cognizant,"Uttar Pradesh, India",Technology,On-site,https://www.naukri.com/data-analyst-jobs-in-uttar-pradesh,Naukri,1,"BTECH, BSC, MSC",Experienced,True,175,13
real_mock_302,Consultant,Deloitte,"Uttarakhand, India",Technology,On-site,https://unstop.com/jobs?query=Consultant,Unstop,1,General,Experienced,True,107,14
real_mock_303,Accountant,Goldman Sachs,"West Bengal, India",Corporate,On-site,https://www.linkedin.com/jobs,Direct MNC,1,General,Experienced,True,146,23
real_mock_304,BCA Intern,KPMG,"Tripura, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=BCA%20Intern&location=Tripura,LinkedIn,1,BCA,Fresher,True,76,12
real_mock_305,MCA Trainee,PwC,"Mumbai (Bombay), India",Technology,On-site,https://www.naukri.com/mca-trainee-jobs-in-mumbai-(bombay),Naukri,1,MCA,Fresher,True,169,9
real_mock_306,B.Tech Graduate,Accenture,"Navi Mumbai, India",Corporate,On-site,https://unstop.com/jobs?query=B.Tech+Graduate,Unstop,1,BTECH,Fresher,True,172,17
real_mock_307,HR Manager,Oracle,"Noida, India",Technology,On-site,https://www.linkedin.com/jobs,Direct MNC,1,NON-TECH,Experienced,True,84,20
real_mock_308,Product Manager,HDFC Bank,"Gurgaon, India",Technology,On-site,https://www.linkedin.com/jobs/search/?keywords=Product%20Manager&location=Gurgaon,LinkedIn,1,General,Experienced,False,31,3
